Date,Close
2019-01-01,99.1975
2019-01-02,98.8472
2019-01-03,98.4216
2019-01-04,96.7325
2019-01-07,97.1149
2019-01-08,97.458
2019-01-09,97.5029
2019-01-10,97.2675
2019-01-11,95.6543
2019-01-14,95.2098
2019-01-15,94.8563
2019-01-16,93.981
2019-01-17,93.8367
2019-01-18,94.3292
2019-01-21,96.502
2019-01-22,96.7428
2019-01-23,97.0805
2019-01-24,97.0326
2019-01-25,94.8372
2019-01-28,94.845
2019-01-29,94.9515
2019-01-30,97.7961
2019-01-31,97.6095
2019-02-01,98.0017
2019-02-04,98.0001
2019-02-05,96.6649
2019-02-06,98.0293
2019-02-07,98.953
2019-02-08,99.9319
2019-02-11,98.8813
2019-02-12,100.5854
2019-02-13,98.9336
2019-02-14,99.6699
2019-02-15,102.3296
2019-02-18,101.1542
2019-02-19,100.5073
2019-02-20,100.6677
2019-02-21,100.0997
2019-02-22,98.2771
2019-02-25,98.3973
2019-02-26,97.1823
2019-02-27,97.7735
2019-02-28,96.7338
2019-03-01,98.5717
2019-03-04,97.6846
2019-03-05,97.3462
2019-03-06,98.3355
2019-03-07,96.9223
2019-03-08,97.2257
2019-03-11,98.7896
2019-03-12,96.9235
2019-03-13,97.177
2019-03-14,97.5189
2019-03-15,98.4728
2019-03-18,97.0506
2019-03-19,95.5516
2019-03-20,96.1883
2019-03-21,96.5695
2019-03-22,96.8984
2019-03-25,97.34
2019-03-26,96.5846
2019-03-27,96.8925
2019-03-28,97.272
2019-03-29,96.4771
2019-04-01,98.6757
2019-04-02,99.2762
2019-04-03,97.8967
2019-04-04,98.7072
2019-04-05,97.5922
2019-04-08,98.553
2019-04-09,99.9626
2019-04-10,99.0181
2019-04-11,100.2024
2019-04-12,100.7388
2019-04-15,101.7729
2019-04-16,104.1301
2019-04-17,103.8651
2019-04-18,102.9672
2019-04-19,101.9093
2019-04-22,100.9524
2019-04-23,100.8994
2019-04-24,101.3528
2019-04-25,101.7299
2019-04-26,102.7804
2019-04-29,102.8375
2019-04-30,104.6724
2019-05-01,104.3818
2019-05-02,107.8308
2019-05-03,108.6836
2019-05-06,107.6091
2019-05-07,106.2693
2019-05-08,106.9271
2019-05-09,106.6831
2019-05-10,107.6399
2019-05-13,108.2942
2019-05-14,108.2429
2019-05-15,107.1863
2019-05-16,105.2807
2019-05-17,104.7587
2019-05-20,105.8772
2019-05-21,106.1915
2019-05-22,104.6466
2019-05-23,104.9059
2019-05-24,105.4329
2019-05-27,104.3568
2019-05-28,104.5911
2019-05-29,104.706
2019-05-30,103.3118
2019-05-31,103.7966
2019-06-03,104.5367
2019-06-04,105.9371
2019-06-05,107.3191
2019-06-06,105.5878
2019-06-07,104.4418
2019-06-10,105.1291
2019-06-11,105.8193
2019-06-12,106.5156
2019-06-13,111.4828
2019-06-14,112.2911
2019-06-17,113.8662
2019-06-18,115.2152
2019-06-19,116.1619
2019-06-20,115.7689
2019-06-21,116.8696
2019-06-24,115.8325
2019-06-25,115.5497
2019-06-26,114.9229
2019-06-27,115.0818
2019-06-28,118.3243
2019-07-01,115.7203
2019-07-02,116.7196
2019-07-03,114.5075
2019-07-04,113.9048
2019-07-05,115.4388
2019-07-08,115.574
2019-07-09,114.1255
2019-07-10,113.1916
2019-07-11,114.1599
2019-07-12,113.2051
2019-07-15,113.5444
2019-07-16,113.6519
2019-07-17,112.8087
2019-07-18,115.7561
2019-07-19,116.6829
2019-07-22,113.894
2019-07-23,114.1944
2019-07-24,113.3332
2019-07-25,114.5379
2019-07-26,113.4944
2019-07-29,113.3835
2019-07-30,114.116
2019-07-31,115.3472
2019-08-01,113.7319
2019-08-02,113.3209
2019-08-05,112.7203
2019-08-06,111.8817
2019-08-07,114.2967
2019-08-08,114.8979
2019-08-09,113.2054
2019-08-12,114.4976
2019-08-13,117.4591
2019-08-14,118.9614
2019-08-15,116.84
2019-08-16,116.2078
2019-08-19,118.021
2019-08-20,117.066
2019-08-21,117.7363
2019-08-22,118.8778
2019-08-23,117.603
2019-08-26,117.5661
2019-08-27,113.0404
2019-08-28,111.696
2019-08-29,111.4022
2019-08-30,109.7786
2019-09-02,111.973
2019-09-03,110.0961
2019-09-04,109.5588
2019-09-05,109.7745
2019-09-06,111.717
2019-09-09,109.8368
2019-09-10,111.4138
2019-09-11,111.4721
2019-09-12,110.2037
2019-09-13,110.8589
2019-09-16,111.1681
2019-09-17,110.4118
2019-09-18,110.5485
2019-09-19,110.0815
2019-09-20,110.2755
2019-09-23,111.1958
2019-09-24,113.3566
2019-09-25,111.7182
2019-09-26,114.6225
2019-09-27,111.9833
2019-09-30,111.8241
2019-10-01,112.6583
2019-10-02,113.0832
2019-10-03,112.2835
2019-10-04,112.0479
2019-10-07,111.4299
2019-10-08,110.6864
2019-10-09,111.8591
2019-10-10,112.3831
2019-10-11,111.4936
2019-10-14,112.7418
2019-10-15,113.2026
2019-10-16,114.3521
2019-10-17,115.2619
2019-10-18,114.1614
2019-10-21,113.4396
2019-10-22,114.5023
2019-10-23,115.3867
2019-10-24,115.4039
2019-10-25,115.6126
2019-10-28,117.4314
2019-10-29,116.6447
2019-10-30,117.4572
2019-10-31,117.2192
2019-11-01,116.9599
2019-11-04,118.5488
2019-11-05,119.7705
2019-11-06,120.9876
2019-11-07,122.9313
2019-11-08,123.0115
2019-11-11,124.0673
2019-11-12,123.655
2019-11-13,124.1855
2019-11-14,124.0413
2019-11-15,124.2353
2019-11-18,125.1722
2019-11-19,123.9933
2019-11-20,127.1562
2019-11-21,125.672
2019-11-22,123.8912
2019-11-25,125.6625
2019-11-26,126.9065
2019-11-27,127.9078
2019-11-28,128.9234
2019-11-29,128.956
2019-12-02,127.6191
2019-12-03,127.7862
2019-12-04,126.799
2019-12-05,128.3334
2019-12-06,128.1583
2019-12-09,126.94
2019-12-10,126.5012
2019-12-11,127.1787
2019-12-12,126.3692
2019-12-13,125.1729
2019-12-16,125.589
2019-12-17,126.0084
2019-12-18,125.2923
2019-12-19,124.6342
2019-12-20,125.0311
2019-12-23,122.9085
2019-12-24,120.8817
2019-12-25,119.8879
2019-12-26,119.6288
2019-12-27,120.123
2019-12-30,122.2977
2019-12-31,123.6053
2020-01-01,123.4175
2020-01-02,123.4387
2020-01-03,122.0031
2020-01-06,122.0248
2020-01-07,121.6509
2020-01-08,122.1707
2020-01-09,121.0068
2020-01-10,121.8093
2020-01-13,124.0985
2020-01-14,123.9862
2020-01-15,124.6334
2020-01-16,125.7155
2020-01-17,125.1605
2020-01-20,125.5471
2020-01-21,125.6163
2020-01-22,125.8138
2020-01-23,124.6971
2020-01-24,124.7836
2020-01-27,125.5792
2020-01-28,127.8163
2020-01-29,129.3387
2020-01-30,132.7323
2020-01-31,131.5632
2020-02-03,132.993
2020-02-04,133.3388
2020-02-05,136.896
2020-02-06,135.6229
2020-02-07,134.3105
2020-02-10,133.3982
2020-02-11,130.0517
2020-02-12,129.2832
2020-02-13,128.1572
2020-02-14,128.4397
2020-02-17,129.0178
2020-02-18,131.9742
2020-02-19,133.5321
2020-02-20,132.6611
2020-02-21,131.284
2020-02-24,132.1114
2020-02-25,130.0713
2020-02-26,132.9819
2020-02-27,134.9173
2020-02-28,134.2116
2020-03-02,131.5063
2020-03-03,133.6954
2020-03-04,133.5651
2020-03-05,135.6025
2020-03-06,133.0622
2020-03-09,132.1584
2020-03-10,132.2196
2020-03-11,132.347
2020-03-12,131.6851
2020-03-13,132.7221
2020-03-16,131.0748
2020-03-17,130.9033
2020-03-18,131.1446
2020-03-19,132.0066
2020-03-20,133.1867
2020-03-23,131.4425
2020-03-24,129.0753
2020-03-25,131.106
2020-03-26,131.6812
2020-03-27,130.5512
2020-03-30,133.0334
2020-03-31,133.2713
2020-04-01,135.2106
2020-04-02,135.3742
2020-04-03,138.7761
2020-04-06,141.7548
2020-04-07,141.388
2020-04-08,143.0929
2020-04-09,144.2584
2020-04-10,146.6853
2020-04-13,145.0455
2020-04-14,146.2976
2020-04-15,148.2143
2020-04-16,145.1455
2020-04-17,143.1426
2020-04-20,139.6971
2020-04-21,139.3013
2020-04-22,140.5565
2020-04-23,143.1467
2020-04-24,143.3313
2020-04-27,146.1898
2020-04-28,143.8272
2020-04-29,140.9448
2020-04-30,140.9072
2020-05-01,141.613
2020-05-04,141.6141
2020-05-05,138.1574
2020-05-06,138.0649
2020-05-07,135.9589
2020-05-08,137.1059
2020-05-11,137.7639
2020-05-12,136.2652
2020-05-13,135.4794
2020-05-14,133.8116
2020-05-15,133.7645
2020-05-18,135.3511
2020-05-19,133.8043
2020-05-20,134.6671
2020-05-21,133.8641
2020-05-22,132.644
2020-05-25,132.5267
2020-05-26,130.9333
2020-05-27,130.1158
2020-05-28,128.2975
2020-05-29,131.3736
2020-06-01,131.4818
2020-06-02,130.4304
2020-06-03,130.8174
2020-06-04,130.6934
2020-06-05,130.3992
2020-06-08,131.4124
2020-06-09,132.6595
2020-06-10,131.868
2020-06-11,131.0096
2020-06-12,130.6296
2020-06-15,127.0734
2020-06-16,124.8138
2020-06-17,126.911
2020-06-18,129.4669
2020-06-19,129.1318
2020-06-22,130.0769
2020-06-23,130.6147
2020-06-24,135.4927
2020-06-25,137.3673
2020-06-26,137.2114
2020-06-29,135.6929
2020-06-30,133.1314
2020-07-01,133.5097
2020-07-02,132.3513
2020-07-03,130.1454
2020-07-06,129.1877
2020-07-07,127.5627
2020-07-08,130.1963
2020-07-09,131.6258
2020-07-10,131.6659
2020-07-13,134.0569
2020-07-14,134.2349
