Date,Close
2019-01-01,99.0203
2019-01-02,98.9068
2019-01-03,98.7543
2019-01-04,97.087
2019-01-07,97.0473
2019-01-08,97.2619
2019-01-09,97.5577
2019-01-10,97.3247
2019-01-11,95.5645
2019-01-14,95.0372
2019-01-15,94.8547
2019-01-16,94.1095
2019-01-17,93.9243
2019-01-18,94.3336
2019-01-21,96.3674
2019-01-22,96.4228
2019-01-23,97.0608
2019-01-24,96.9518
2019-01-25,95.0601
2019-01-28,95.3569
2019-01-29,95.6511
2019-01-30,98.3482
2019-01-31,98.2455
2019-02-01,98.6237
2019-02-04,98.4439
2019-02-05,97.2068
2019-02-06,98.3084
2019-02-07,99.4405
2019-02-08,100.3023
2019-02-11,99.3198
2019-02-12,101.0364
2019-02-13,99.3746
2019-02-14,100.2086
2019-02-15,102.7073
2019-02-18,101.7419
2019-02-19,100.8368
2019-02-20,101.0184
2019-02-21,100.8573
2019-02-22,98.8742
2019-02-25,98.8575
2019-02-26,97.7751
2019-02-27,98.3871
2019-02-28,97.4413
2019-03-01,99.3324
2019-03-04,98.5915
2019-03-05,98.4789
2019-03-06,99.5304
2019-03-07,98.095
2019-03-08,98.5247
2019-03-11,100.4364
2019-03-12,98.5694
2019-03-13,98.6274
2019-03-14,99.1824
2019-03-15,100.0996
2019-03-18,98.2622
2019-03-19,96.9566
2019-03-20,97.4794
2019-03-21,97.8366
2019-03-22,98.2248
2019-03-25,98.6964
2019-03-26,98.0935
2019-03-27,98.3113
2019-03-28,98.7857
2019-03-29,97.9514
2019-04-01,100.2614
2019-04-02,100.9767
2019-04-03,99.4267
2019-04-04,100.4411
2019-04-05,99.2329
2019-04-08,100.3409
2019-04-09,101.8067
2019-04-10,101.248
2019-04-11,102.3774
2019-04-12,102.8375
2019-04-15,103.8574
2019-04-16,106.1278
2019-04-17,106.0356
2019-04-18,104.8037
2019-04-19,103.5383
2019-04-22,102.3742
2019-04-23,102.5166
2019-04-24,103.3142
2019-04-25,103.6655
2019-04-26,104.6688
2019-04-29,104.7399
2019-04-30,106.7961
2019-05-01,106.3104
2019-05-02,109.7684
2019-05-03,110.8245
2019-05-06,109.8729
2019-05-07,108.5876
2019-05-08,109.4569
2019-05-09,108.6229
2019-05-10,109.7151
2019-05-13,110.2185
2019-05-14,109.7643
2019-05-15,108.8372
2019-05-16,107.2593
2019-05-17,106.714
2019-05-20,108.0225
2019-05-21,108.682
2019-05-22,107.434
2019-05-23,108.0447
2019-05-24,108.7315
2019-05-27,107.6715
2019-05-28,107.561
2019-05-29,107.6226
2019-05-30,106.0511
2019-05-31,106.9943
2019-06-03,107.6966
2019-06-04,109.1226
2019-06-05,110.6239
2019-06-06,108.9025
2019-06-07,108.1251
2019-06-10,108.6806
2019-06-11,109.415
2019-06-12,109.951
2019-06-13,114.6342
2019-06-14,115.3002
2019-06-17,116.8604
2019-06-18,118.1031
2019-06-19,118.8809
2019-06-20,118.1564
2019-06-21,119.2264
2019-06-24,117.8413
2019-06-25,117.7413
2019-06-26,117.1412
2019-06-27,116.9569
2019-06-28,120.081
2019-07-01,117.337
2019-07-02,118.3948
2019-07-03,116.5356
2019-07-04,115.5036
2019-07-05,117.039
2019-07-08,117.1345
2019-07-09,115.8678
2019-07-10,114.9974
2019-07-11,115.7788
2019-07-12,114.7655
2019-07-15,114.9165
2019-07-16,115.2694
2019-07-17,114.4447
2019-07-18,117.7803
2019-07-19,118.6808
2019-07-22,115.7611
2019-07-23,115.7068
2019-07-24,114.4431
2019-07-25,115.2605
2019-07-26,114.3035
2019-07-29,114.3115
2019-07-30,114.6663
2019-07-31,116.0716
2019-08-01,114.3828
2019-08-02,114.0154
2019-08-05,113.7969
2019-08-06,113.1798
2019-08-07,115.4888
2019-08-08,115.8721
2019-08-09,113.7178
2019-08-12,114.8133
2019-08-13,117.6455
2019-08-14,118.8727
2019-08-15,116.7853
2019-08-16,116.1903
2019-08-19,117.8966
2019-08-20,116.8179
2019-08-21,117.5061
2019-08-22,118.7151
2019-08-23,117.2214
2019-08-26,117.5164
2019-08-27,113.1052
2019-08-28,111.8047
2019-08-29,111.6777
2019-08-30,110.1511
2019-09-02,112.4968
2019-09-03,110.7324
2019-09-04,110.0725
2019-09-05,110.3623
2019-09-06,112.0042
2019-09-09,110.2
2019-09-10,111.7274
2019-09-11,111.7376
2019-09-12,110.4756
2019-09-13,110.6969
2019-09-16,110.8749
2019-09-17,110.1639
2019-09-18,110.3313
2019-09-19,109.6525
2019-09-20,110.1176
2019-09-23,110.8182
2019-09-24,113.1219
2019-09-25,111.6326
2019-09-26,114.3033
2019-09-27,112.1562
2019-09-30,111.7339
2019-10-01,112.7478
2019-10-02,113.3859
2019-10-03,112.456
2019-10-04,112.5404
2019-10-07,111.8819
2019-10-08,111.2224
2019-10-09,112.4234
2019-10-10,112.904
2019-10-11,112.2203
2019-10-14,113.617
2019-10-15,113.6702
2019-10-16,115.0863
2019-10-17,115.5918
2019-10-18,114.7599
2019-10-21,114.3148
2019-10-22,115.104
2019-10-23,115.8719
2019-10-24,115.6324
2019-10-25,115.7855
2019-10-28,117.4811
2019-10-29,116.9009
2019-10-30,117.9971
2019-10-31,118.0945
2019-11-01,117.7083
2019-11-04,119.2102
2019-11-05,120.0004
2019-11-06,120.9899
2019-11-07,123.1089
2019-11-08,123.5845
2019-11-11,124.3084
2019-11-12,123.7604
2019-11-13,124.2688
2019-11-14,124.1984
2019-11-15,124.1857
2019-11-18,125.1996
2019-11-19,123.9371
2019-11-20,127.0001
2019-11-21,125.701
2019-11-22,123.9748
2019-11-25,125.5859
2019-11-26,126.7644
2019-11-27,127.7121
2019-11-28,128.6012
2019-11-29,128.5662
2019-12-02,127.6844
2019-12-03,127.9899
2019-12-04,126.955
2019-12-05,128.6223
2019-12-06,128.3661
2019-12-09,127.4837
2019-12-10,127.1505
2019-12-11,127.7837
2019-12-12,127.1092
2019-12-13,125.5426
2019-12-16,125.6645
2019-12-17,125.7716
2019-12-18,125.1142
2019-12-19,124.9102
2019-12-20,125.8535
2019-12-23,123.9416
2019-12-24,122.0833
2019-12-25,120.67
2019-12-26,120.286
2019-12-27,120.5785
2019-12-30,122.5463
2019-12-31,123.776
2020-01-01,123.4767
2020-01-02,123.0085
2020-01-03,121.8048
2020-01-06,121.5645
2020-01-07,121.2614
2020-01-08,122.2669
2020-01-09,120.9122
2020-01-10,121.0782
2020-01-13,123.2161
2020-01-14,123.3792
2020-01-15,124.4872
2020-01-16,125.2295
2020-01-17,124.8176
2020-01-20,125.0755
2020-01-21,125.1158
2020-01-22,125.9683
2020-01-23,124.5051
2020-01-24,124.6521
2020-01-27,125.5396
2020-01-28,127.9815
2020-01-29,129.4853
2020-01-30,132.8606
2020-01-31,131.6214
2020-02-03,133.0797
2020-02-04,133.324
2020-02-05,136.9398
2020-02-06,135.6033
2020-02-07,134.4328
2020-02-10,133.5391
2020-02-11,130.5903
2020-02-12,129.8284
2020-02-13,128.2712
2020-02-14,128.8692
2020-02-17,129.1984
2020-02-18,131.9011
2020-02-19,133.2544
2020-02-20,132.7776
2020-02-21,130.8734
2020-02-24,132.4949
2020-02-25,130.79
2020-02-26,133.6874
2020-02-27,135.5599
2020-02-28,134.9496
2020-03-02,132.4516
2020-03-03,134.7612
2020-03-04,134.7836
2020-03-05,136.802
2020-03-06,134.2622
2020-03-09,133.3369
2020-03-10,133.3448
2020-03-11,133.7719
2020-03-12,133.2818
2020-03-13,133.516
2020-03-16,132.0837
2020-03-17,131.9675
2020-03-18,132.1985
2020-03-19,132.9387
2020-03-20,134.3903
2020-03-23,132.9379
2020-03-24,130.4101
2020-03-25,132.5063
2020-03-26,132.8128
2020-03-27,131.3408
2020-03-30,133.5985
2020-03-31,134.0606
2020-04-01,136.2085
2020-04-02,136.5081
2020-04-03,140.0335
2020-04-06,143.0936
2020-04-07,142.5508
2020-04-08,144.3414
2020-04-09,145.7128
2020-04-10,148.3105
2020-04-13,147.0549
2020-04-14,148.4946
2020-04-15,150.4861
2020-04-16,147.7858
2020-04-17,145.7999
2020-04-20,142.1385
2020-04-21,141.7015
2020-04-22,142.7289
2020-04-23,145.0875
2020-04-24,145.227
2020-04-27,147.8063
2020-04-28,145.3982
2020-04-29,142.0211
2020-04-30,142.0449
2020-05-01,142.7354
2020-05-04,142.5032
2020-05-05,139.3171
2020-05-06,139.4878
2020-05-07,136.9755
2020-05-08,137.8874
2020-05-11,138.3172
2020-05-12,136.5976
2020-05-13,136.0602
2020-05-14,134.3827
2020-05-15,134.2657
2020-05-18,135.2725
2020-05-19,133.9448
2020-05-20,134.4506
2020-05-21,133.6891
2020-05-22,132.5813
2020-05-25,132.8283
2020-05-26,130.9316
2020-05-27,129.3479
2020-05-28,127.6421
2020-05-29,131.0704
2020-06-01,131.4998
2020-06-02,130.5349
2020-06-03,130.7823
2020-06-04,130.8732
2020-06-05,130.3325
2020-06-08,131.439
2020-06-09,132.7818
2020-06-10,132.295
2020-06-11,132.1898
2020-06-12,131.9216
2020-06-15,128.3037
2020-06-16,126.0841
2020-06-17,127.6929
2020-06-18,130.0101
2020-06-19,129.5772
2020-06-22,130.3613
2020-06-23,130.9239
2020-06-24,135.4514
2020-06-25,137.5728
2020-06-26,137.4214
2020-06-29,135.9437
2020-06-30,133.3653
2020-07-01,133.7743
2020-07-02,132.8692
2020-07-03,130.4907
2020-07-06,129.3875
2020-07-07,127.7302
2020-07-08,129.9443
2020-07-09,131.1154
2020-07-10,131.0292
2020-07-13,133.5663
2020-07-14,133.8086
2020-07-15,132.5708
2020-07-16,135.1983
2020-07-17,136.0617
2020-07-20,134.578
2020-07-21,134.3042
2020-07-22,133.0588
2020-07-23,130.8136
2020-07-24,131.6366
2020-07-27,134.578
2020-07-28,132.8223
2020-07-29,133.9903
2020-07-30,133.2862
2020-07-31,132.9117
2020-08-03,132.0703
2020-08-04,130.8455
2020-08-05,130.8085
2020-08-06,129.5114
2020-08-07,130.1288
2020-08-10,130.4166
2020-08-11,130.068
2020-08-12,128.6274
2020-08-13,127.8138
2020-08-14,129.141
2020-08-17,129.5711
2020-08-18,127.552
2020-08-19,127.6085
2020-08-20,128.4626
2020-08-21,125.8856
2020-08-24,126.6934
2020-08-25,125.6506
2020-08-26,126.8989
2020-08-27,125.9036
2020-08-28,123.383
2020-08-31,121.247
2020-09-01,121.0858
2020-09-02,121.7504
2020-09-03,120.4977
2020-09-04,121.6017
2020-09-07,119.0364
2020-09-08,118.6211
2020-09-09,117.1891
2020-09-10,116.4336
2020-09-11,116.333
2020-09-14,115.0106
2020-09-15,114.7993
2020-09-16,115.9155
2020-09-17,115.5629
2020-09-18,116.5237
2020-09-21,115.1854
2020-09-22,115.8648
2020-09-23,117.9937
2020-09-24,114.5164
2020-09-25,113.4613
2020-09-28,114.2767
2020-09-29,113.8219
2020-09-30,114.5265
2020-10-01,113.6482
2020-10-02,113.7549
2020-10-05,113.3666
2020-10-06,114.3707
2020-10-07,114.71
2020-10-08,115.7588
2020-10-09,115.4304
2020-10-12,114.8156
2020-10-13,114.2217
2020-10-14,114.7956
2020-10-15,114.4032
2020-10-16,114.5633
2020-10-19,117.6306
2020-10-20,119.0374
2020-10-21,118.8028
2020-10-22,120.6142
2020-10-23,120.0928
2020-10-26,117.4519
2020-10-27,116.2583
2020-10-28,113.6895
2020-10-29,113.138
2020-10-30,113.2292
2020-11-02,115.8334
2020-11-03,116.0321
2020-11-04,115.4407
2020-11-05,116.638
2020-11-06,113.6931
2020-11-09,114.0885
2020-11-10,115.2121
2020-11-11,113.2225
2020-11-12,115.1112
2020-11-13,115.2408
2020-11-16,114.5375
2020-11-17,115.4019
2020-11-18,118.1176
2020-11-19,118.3719
2020-11-20,119.1532
2020-11-23,118.5673
2020-11-24,117.4952
2020-11-25,118.3802
2020-11-26,117.1006
2020-11-27,117.1557
2020-11-30,116.4753
2020-12-01,117.4685
2020-12-02,118.1013
2020-12-03,119.3109
2020-12-04,118.7077
2020-12-07,118.4992
2020-12-08,117.4653
2020-12-09,117.2747
2020-12-10,117.5972
2020-12-11,118.4883
2020-12-14,116.9644
2020-12-15,118.139
2020-12-16,120.1592
2020-12-17,121.0213
2020-12-18,123.6937
2020-12-21,122.5485
2020-12-22,120.8578
2020-12-23,118.2005
2020-12-24,120.7987
2020-12-25,121.3773
2020-12-28,121.3907
2020-12-29,122.3247
2020-12-30,120.7712
2020-12-31,124.2104
2021-01-01,124.3566
2021-01-04,124.5183
2021-01-05,125.9605
2021-01-06,126.1574
2021-01-07,126.922
2021-01-08,125.442
2021-01-11,126.1121
2021-01-12,128.8155
2021-01-13,131.0345
2021-01-14,133.0965
2021-01-15,132.4792
2021-01-18,131.5409
2021-01-19,131.0407
2021-01-20,131.2263
2021-01-21,132.7748
2021-01-22,130.3237
2021-01-25,132.6995
2021-01-26,132.3367
2021-01-27,131.8596
2021-01-28,130.8332
2021-01-29,128.3138
2021-02-01,129.7778
2021-02-02,129.6032
2021-02-03,127.4596
2021-02-04,125.708
2021-02-05,125.6386
2021-02-08,128.2175
2021-02-09,127.7996
2021-02-10,125.6129
2021-02-11,124.9882
2021-02-12,124.7911
2021-02-15,121.1423
2021-02-16,121.0032
2021-02-17,120.6111
2021-02-18,121.6995
2021-02-19,124.2596
2021-02-22,125.9208
2021-02-23,126.1044
2021-02-24,124.4668
2021-02-25,128.1541
2021-02-26,128.1262
2021-03-01,128.3874
2021-03-02,128.3546
2021-03-03,128.5337
2021-03-04,128.7072
2021-03-05,128.2632
2021-03-08,127.3424
2021-03-09,126.8679
2021-03-10,126.3703
2021-03-11,125.1977
2021-03-12,125.5994
2021-03-15,124.7805
2021-03-16,127.2361
2021-03-17,123.0511
2021-03-18,124.8421
2021-03-19,126.7048
2021-03-22,123.4543
2021-03-23,122.9093
2021-03-24,122.5943
2021-03-25,120.6593
2021-03-26,119.7547
2021-03-29,118.7265
2021-03-30,120.8227
2021-03-31,122.5763
2021-04-01,124.4637
2021-04-02,125.3337
2021-04-05,123.4018
2021-04-06,122.6495
2021-04-07,123.6219
2021-04-08,121.8797
2021-04-09,123.3069
2021-04-12,122.6519
2021-04-13,122.1614
2021-04-14,122.9138
2021-04-15,123.6865
2021-04-16,123.4341
2021-04-19,125.0439
2021-04-20,122.8676
2021-04-21,123.8451
2021-04-22,124.8563
2021-04-23,124.5558
2021-04-26,125.3848
2021-04-27,123.3389
2021-04-28,124.8811
2021-04-29,124.9587
2021-04-30,123.8023
2021-05-03,125.4412
2021-05-04,124.3349
2021-05-05,122.3245
2021-05-06,120.2406
2021-05-07,121.0183
2021-05-10,119.098
2021-05-11,121.585
2021-05-12,118.4214
2021-05-13,120.5486
2021-05-14,121.0552
2021-05-17,120.6878
2021-05-18,120.1299
2021-05-19,120.8458
2021-05-20,120.4227
2021-05-21,121.8527
2021-05-24,122.353
2021-05-25,122.3744
2021-05-26,121.7903
2021-05-27,121.8694
2021-05-28,122.5443
2021-05-31,120.0907
2021-06-01,118.1093
2021-06-02,119.5129
2021-06-03,120.2126
2021-06-04,120.2372
2021-06-07,120.3301
2021-06-08,120.6691
2021-06-09,119.7574
2021-06-10,118.8441
2021-06-11,119.2606
2021-06-14,118.283
2021-06-15,119.0448
2021-06-16,116.3739
2021-06-17,118.058
2021-06-18,118.5176
2021-06-21,118.8258
2021-06-22,120.2905
2021-06-23,123.1493
2021-06-24,125.4171
2021-06-25,122.9305
2021-06-28,121.1022
2021-06-29,120.3979
2021-06-30,120.6949
2021-07-01,121.3916
2021-07-02,120.8491
2021-07-05,121.2143
2021-07-06,120.3162
2021-07-07,119.6667
2021-07-08,117.8547
2021-07-09,116.8316
2021-07-12,114.8945
2021-07-13,113.5057
2021-07-14,114.6921
2021-07-15,113.5699
2021-07-16,117.2708
2021-07-19,118.0971
2021-07-20,118.7925
2021-07-21,117.6504
2021-07-22,118.8124
2021-07-23,117.803
2021-07-26,117.9248
2021-07-27,121.6487
2021-07-28,121.7665
2021-07-29,123.371
2021-07-30,122.3915
2021-08-02,122.0176
2021-08-03,124.4928
2021-08-04,123.8543
2021-08-05,126.6577
2021-08-06,127.8772
2021-08-09,127.1023
2021-08-10,128.089
2021-08-11,129.4196
2021-08-12,130.5874
2021-08-13,128.3612
2021-08-16,127.4509
2021-08-17,126.9991
2021-08-18,126.3914
2021-08-19,127.6309
2021-08-20,127.8222
2021-08-23,125.6644
2021-08-24,126.4436
2021-08-25,127.2922
2021-08-26,128.4408
2021-08-27,130.265
2021-08-30,131.7581
2021-08-31,132.1535
2021-09-01,132.4172
2021-09-02,129.9776
2021-09-03,130.582
2021-09-06,130.9858
2021-09-07,130.9854
2021-09-08,129.1967
2021-09-09,127.3551
2021-09-10,128.6211
2021-09-13,128.2202
2021-09-14,129.5724
2021-09-15,129.5023
2021-09-16,129.9947
2021-09-17,131.3256
2021-09-20,130.1393
2021-09-21,130.0447
2021-09-22,129.7169
2021-09-23,129.0707
2021-09-24,128.5148
2021-09-27,128.938
2021-09-28,128.3989
2021-09-29,130.6125
2021-09-30,129.6815
2021-10-01,129.3564
2021-10-04,128.4014
2021-10-05,130.5077
2021-10-06,130.9249
2021-10-07,132.2958
2021-10-08,129.8062
2021-10-11,130.3493
2021-10-12,131.737
2021-10-13,131.923
2021-10-14,133.4102
2021-10-15,132.5972
2021-10-18,134.5787
2021-10-19,138.4718
